userName;score;at;content;;
Hardy Wismana;5;14/03/2023 09:21;Membantu saat dibutuhkan;;
Drian Syah;1;14/03/2023 09:16;Tolong rute maps nya diperbaiki, saya kurang nyaman melalui jalur pintas apalagi di malam hari... kadang saya kesulitan mendapatkan driver padahal banyak driver yang sedang menunggu order. Tolong segera diperbaiki...;;
Etung Sadewa;5;14/03/2023 09:12;Baik;;
Ervina Firdausin nuzula;4;14/03/2023 09:07;Agak mahal ya sekarang untuk biayanya... pesan makanan ...;;
Didit Ditha;1;14/03/2023 08:58;Tolg gojek customer yg nmanya Amanda ambil order dri Bassura gedung Geranium,tolg dliat... Akun gojek driver sya dksh bintang 2,Sdh matiin rejeki sya...;;
nana 's;1;14/03/2023 08:50;Sangat sering ditolak driver. Membuat saya membuang waktu dengan percuma. Tolong diperbaiki, penilaian masih bisa berubah;;
Slamet Slamet;1;14/03/2023 08:50;Naik fersi ordearan susah;;
Vero Aqillah;5;14/03/2023 08:48;Senang sekali dan para driver'nya cepat sekali dalam penjemputan;;
Elle Blaxton;1;14/03/2023 08:45;Sumpah selama ini pake gojek baik2 aja. Bahkan sering ku kasih tip ke drivernya sampe 15 ribu. Eh baru hari ini pesan gojek saya tdk mengetik tambah nasi satu porsi masa bisa ada tiba2 di orderannya untung cuma 6rb kalau mahal siapa yg mau bayar.;;
I Wayan Kumara;1;14/03/2023 08:26;Interface yang sebelumnya lebih simple dan bagus. Kenapa harus di upgrade terus? Lebih bagus juga ngk.;;
Dayat Irwanda;5;14/03/2023 08:05;Membantu;;
Rizky Ahmad firdaus;1;14/03/2023 07:59;setelah fitur tarik tunai di hapus saya jadi malas mengisi saldo gopay;;
Yayah Nuraeni;1;14/03/2023 07:48;Ihhh tolol banget sihh , mana tanggung jawabnya. Katanya saldo gopay bisa balik. Mana kaga balik juga malah diperibet ngurusnya balik kaga ribet iya . Dasar tulalit.. trus duit na dikamana keun ?? Dihegag weh kusorangan meuren !!!!!! Maling cara halus yaa!!!;;
Yohanes Salomonsz;5;14/03/2023 07:32;Zuper Mantul👍💯🔝;;
Aji Diantoro;5;14/03/2023 07:32;Oke;;
Ali malik Firdaus;4;14/03/2023 07:26;Dear Gojek .... Sering banget di cancel, Pembayaran cash/gopay apalagi pakai voucher promo. Udah nunggu lama, bikin telat ke kerjaan . Dan untuk pengambilan goride/gocar titik driver nya suka jauh dari titik penjemputan. Sedang disekitar titik penjemputan ada driver yg lebih dekat . Thank u, semoga lebih baik lagi;;
Aina Almardiah;5;14/03/2023 07:12;Luv bangeeet;;
Achmad Sopyan;5;14/03/2023 07:10;Wokeh pokoke;;
Topan udin;5;14/03/2023 07:10;Mantap;;
Muhammad Dzaki Nurfajri;1;14/03/2023 07:06;Mana voucher promo sudah 2 bulan gk dapat;;
HambaAllah Bismillah;5;14/03/2023 07:06;Ok;;
Erwin Nasution;5;14/03/2023 07:03;Sangat membantu;;
Gede Budiasa;5;14/03/2023 07:02;Tolong jangan kasi batas jarak buat pesen goride biar bisa jauh jauh masak kalau mau berpergian jauh arus mesen lewat apl GRAB lagi perbaiki donk biar makin betah di gojek terimakasih;;
Alloys Micleo;1;14/03/2023 07:02;Rencananya mau nambah bintang jadi lima, tapi malah lokasi penjemputan terblokir alasannya gak jelas. Makin aneh aja nih aplikasi. Kalau udah gak niat tutup aja. Bantuan di aplikasi gak jelas lagi. Haduh;;
TechnoGraphStand;5;14/03/2023 06:51;Pelayanan bagus memuaskan, tapi sayang driver-nya tidak mau bantuin mengangkat barang-barang saya yang banyak.;;
Devanza Fillah;5;14/03/2023 06:22;Harga lumayan terjangkau jika banyak promo, hehe;;
Fandi Penya 13 (PENYA);5;14/03/2023 06:15;Sangatlah bagus;;
Fajar Family;1;14/03/2023 06:14;Makanya jek jangan cari pekerja yg murah, IT bener2;;
Sri Dhewi;4;14/03/2023 06:13;"Sekarng lbh cepat pelayanan x,tdk menunggu lama,"" ,trm ksh gojeg, smg tmbh membantu rakyat kecil yg membutuhkan batuan.";;
Muhammad Husein;5;14/03/2023 06:00;Dicoba;;
SIDDEX Heeni;5;14/03/2023 05:52;Mantap;;
Evi Maudina;1;14/03/2023 05:35;mapsnya suka ngaco ,tembus tembok lah 😂;;
Pengguna Google;5;14/03/2023 05:29;Sangat membantu,untuk perjalanan;;
Tanocraft Ledokombo;5;14/03/2023 05:17;Asyiiiik;;
Rahma Wati;5;14/03/2023 05:02;Bagus;;
Irmawati Suhari;5;14/03/2023 04:26;Semoga tdk terlalu cepat utk di update lagi;;
Ari Azhari;5;14/03/2023 04:13;Sangat membantu;;
ONIC PREDIKSI;1;14/03/2023 04:11;apk bangke,bikin rugi apk 1 ini;;
Agung Hungkul;1;14/03/2023 03:56;Makin kesini makin aneh. Tf saldo ke bank pending lebih dari 24jam blum ada perubahan..;;
Pujiani Medic;5;14/03/2023 03:32;Mantabs;;
Ali Oncom;1;14/03/2023 03:19;Lebih baik pake grab atau maxim lebih siap para driver nya ,driver gojek tukang ngabain orderan khusus nya gooride sama gosend , gak tanggung jawab , driver nya banyak yang gak sesuai aplkasi di aplkasi sama driver nya beda jadi takut pake gojek banyak yang ngaco driver nya aneh 2 makan suka di fiktif in padahal orderan bener , makanan di ambil tapi orderan di batalin wkwkwkwk aplkasi gak bermutu;;
Idris Boy;5;14/03/2023 03:06;Mohon bantuannya kenapa saldo GO-PAY saya belum masuk ke rekening bank yang saya tranferin;;
Jay Vanix;5;14/03/2023 03:00;Semoga makin terdepan dr aplikasi lain.;;
Suroso Imam;5;14/03/2023 02:52;Baru mulai masuk gojek;;
sriwahyono sriwahyono;1;14/03/2023 02:29;Em..emm akun eni sulit juga yeee singkronnye ye....;;
Mudji Hartono;5;14/03/2023 02:17;GoJek memberi Pelayanan masyarakat massa kini ........sbg kebanggaan dalam berpergian menjadi muda, nyaman dan yepat waktu.;;
Iqbal Albana;1;14/03/2023 02:12;Saya sudah daftar Gopaylater untuk yang ke sekian kalinya masih aja tetap gagal, padahal saya sudah memenuhi semua persyaratannya. Daftar cuma 5 menit eh nunggu bisa daftar lagi 1 bulan lebih, sangat mengecewakan....;;
Sail Kamal;5;14/03/2023 01:57;Ok;;
agnisha paramata;1;14/03/2023 01:34;lama transfer gopay ke bank tidak seperti shoppe gercep ini mah apa apa lama by mulai ditinggalkan lebih baik dari si kuning aja cepet apa apa tanggapan nya;;
Syamsul Hadi;5;14/03/2023 01:34;Ok;;
Ali Muhaziri;1;14/03/2023 01:31;Maaf mind malam2 gangu knpa ea gocar hari ini kok mahal banget kemaren mlm saya pesen masih murah aja sekarang kok naiknya 10 persen dari hari2 kmaren, dan saya gk bisa bayar tunai;;
Reza Maulana;5;14/03/2023 01:28;Aplikasi nya sangat bermanfaat bagi kehidupan dunia,.;;
ABM REV 4.0;5;14/03/2023 01:23;Bagus;;
Herry Simbolon;1;14/03/2023 01:04;Goboxnya gk bisa di andelin,barang ketinggalan bukannya dibalikin dan di aduin juga malah gk ada tanggapan yg memuaskan;;
SISWO BERKELANA;5;14/03/2023 00:26;Ok MANTAP;;
NEKOMACI;1;14/03/2023 00:24;Kenapa pas saya masukan pin salah terus padahal baru di ganti;;
Soleha leha;4;14/03/2023 00:14;Sangat memudahkan bagi orang² yg mager;;
Sumar Tono;5;14/03/2023 00:00;Sangat bermanfaat & luar biasa... mantap;;
Iwan Sulastiawan;5;13/03/2023 23:53;Sejauh ini ok banget sih..;;
Siti Rohani;5;13/03/2023 23:43;Cakep;;
RSCM BALI;5;13/03/2023 23:41;Ok;;
Denny Adrian;1;13/03/2023 23:37;Go pay later cicil gak bisa dipakai lagi percuma dapat limit kalau gini. Makanya goto makin anjlok tuh. Kapan bisa dipakai lagi gopay later cicilnya masak kalah sama indodana kredivo dll cemen aman siihhh. Orang jadi milih shopee deh paylater cicilnya lebih mudah. Sekarang jadi males shoping di toped musti cash atau gopaylater. Limitnya kecil;;
HeenDarwies HD;1;13/03/2023 23:18;Saya lihat keseluruhan komen buat gojek semua nya ngasih bintang satu,dan memang saya akui sistem gojek semakin ngaj jelas semakin hari semakin anyep dr platinum lansung terjun bebas ke basic buat isi bensin aja ngak dapat udh muter sana sini seharian dr pagi ampe ke malam cuma dpt orderan 5 kadang malah 3...#gopather;;
Irfan Madun;4;13/03/2023 23:17;Lumayan bagus dan tertib berlalu lintas;;
Rudi Andrias;5;13/03/2023 23:10;etos kerja;;
Pingkan Noviantika;1;13/03/2023 23:04;Hello gojek, akun sy kok parah bgt ya gabisa di dowload ulang gojeknya, udah pake wifi or data sama ga bisa. Di unstal trs download lagi muter2 gimana ya;;
Muh wagiman Wagiman;5;13/03/2023 23:04;Sangat bagus;;
Rian Antono;5;13/03/2023 23:02;bagus;;
Rizqi Abdillah;1;13/03/2023 22:55;"Kenapa tidak ada menu ""TARIK TUNAI"" di Apk Go-Jek. Lama"" makin sedikit peminat yg pake Apk Go-Jek #kembalikanmenuTARIKTUNAI";;
Dinar Madani;1;13/03/2023 22:50;Halo gojek kenapa loading ny lama bgt,dah diperbaharui masih sama trs apus data pas login gak masuk masuk hadehh padahal jaringan normal dan bagus pake apps sebelah okay ajh;;
Ilham Ramadhan;5;13/03/2023 22:47;Mantap;;
Mh Mustofa;1;13/03/2023 22:46;Gojek adalah apk yg terburuk, gojek inginya di sanjung tapi tidak bijak terhadap mitranya... Gojek bisanya jaya di dorong oleh mitranya yang mati matian membela gojek, tapi gojek sendiri tidak bijak, titik antar salah customer ngomel2 membela customer yang tidak bertanggung jawab. Saya kecewa dengan gojek, jika saya ingat waktu itu hujan angin badai dan banjir customer seenaknya sendiri ngatain. Eh malah tidak ada kebijakan terhadap mitranya.;;
Dasuki oekly;5;13/03/2023 22:45;Kami juga seneng si klu aplikasi gojek bisa bersaing dgn yg lainya baik hrga pemakai aplikasi ini egg urakan tpi punya kepuasan bgi castamer yg punya kesan tersendiri 👌;;
Linda Trisnawaty;1;13/03/2023 22:18;Awalnya bisa masuk loading terus.. Kmudian di uninstall tetap tdk bisa juga.. Kecewa bgt.. Sampai skrg tdk bisa masuk jg., loading terus;;
zainal abidin;5;13/03/2023 21:55;Mantap.. Enak makainya;;
Nova Maemunah14;5;13/03/2023 21:48;Baik;;
Terita Gea;1;13/03/2023 21:47;pdhl saya srg pakai gojek ini. tp 2x kecewa. pertama saldo GO-PAY ilang gt aj tiba2 liat riwayat ada pembayaran voucher hotel di jkt. pdhl saya di batam, ke2, saya pesan gofood di batalkan pihak resto. tp GO-PAY saya terpotong dan tdk kembali. udh komplain ke pihak gojek. blg nya dlm 7 hari dana kembali dan saldo tidak terpotong. tp ini udh hari ke8 tidak kembali jg. kesal memang.;;
shafa khaizure;5;13/03/2023 21:45;bgus;;
Eko Triwiguna;5;13/03/2023 21:44;Mantap;;
Iim Saputri;1;13/03/2023 21:44;Gak jelas aplikasinya..mau ganti nomor aja susah..baru pertama x masuk udah ada peringatan terlalu banyak mencoba suruh nunggu 30 mnit dah di tunggu Sampek sejam juga sama aja..gak guna;;
sukar jo;2;13/03/2023 21:42;Jika ingin naik rating perhatikan mitra yang fokus;;
Sandi Barkah;5;13/03/2023 21:37;Mantap;;
Imam Ali;2;13/03/2023 21:29;Saya kasih bintang 2 dulu klo bagus pelayanan nya..langsung kasih bintang 5😊;;
Pradipta Nuryanto Utomo;4;13/03/2023 21:26;bug text area saat chat dengan driver tidak naik ke atas keyboard saat mengetik sehingga kata yang diketik tertutup keyboard. pada aplikasi lain normal. hal terjadi pada android 13;;
RATU ALEXANDRA;5;13/03/2023 21:19;Ok;;
Ardian cibeda;5;13/03/2023 21:17;Sangat membantu;;
muhammad juned;5;13/03/2023 21:14;mantap pesan maka y;;
Budi Tenyak;1;13/03/2023 21:12;pelanggan mu banyak yg bego&ga tau berterima kasih.. kita udah bersikap baik,sopan&udah di antarkan dengan selamat tapi kita masih di kasih bintang 1 oleh penumpang...;;
Nugroho Bagus;4;13/03/2023 21:06;Sangat membantu saya untuk perjalanan ke mana;;
Dedi Rustandi;5;13/03/2023 21:04;Ok;;
Nathanael Natania;1;13/03/2023 21:03;Aplikasi gajelas ampas;;
Wily Darmo;5;13/03/2023 20:56;Bagus tepat;;
Sugiyarto Arto;1;13/03/2023 20:49;Sistem pling buruk.. Update versi pling buruk.. Bagus dan cerdas saat pak nadim.. Smga sistem dibawa lgi sama orang orang cerdas..;;
Agus S;1;13/03/2023 20:47;Aplikasi paling burik sama sekali tidak ada order masuk, beda sama aplikasi sebelah paling gacor;;
wawansantosa wiria;5;13/03/2023 20:46;Terimakasih;;
Aku Dewe;1;13/03/2023 20:44;Gak selesai 2 lagi download lacar tapi gak bisa lagi;;
Sumarji Jianto;1;13/03/2023 20:40;Jangan di dowlod apk ini menghabiskan kuota saja;;
Z Ext;2;13/03/2023 20:32;"ada bug di gopay+ disitu mau ambil foto ktp malah gagal dan forceclose trs ada ketrgn bahwa aplikasi gojek memiliki bug hapus memori dll apa gitu sy lupa. tolong diperbaiki min mau dftr jdi susah. gini ni uang ada di gopay ga bisa di kemana"" in. pliss benahi";;
Yusup Maulana;5;13/03/2023 20:30;Sy driver sekaligus pengguna aplikasi konsumen,selama sy pesan go food dan tokopedia semua lancar seperti air gunung yang mengalir...terimakasih gojek/Tokopedia🙏;;
WHEEL 4YOU;1;13/03/2023 20:28;APLIKASI LOL BARU LOG DAH DIBLOK,AKUN GOPAY GW BANYAK KE BLOK,BAGUSAN MAKE OVO/DANA|GOPAY🚫❌;;
Firman Mz;5;13/03/2023 20:27;Ok;;
Nyoek Acin;5;13/03/2023 20:18;Gojek pelipur lapar;;
Hanafi;1;13/03/2023 20:14;males pake gofood, ga peenah ada promo;;
ayii Btm;5;13/03/2023 20:13;Good aplikasi;;
Agung ReachTheLimit;1;13/03/2023 20:08;Blokir kok setengah setengah. Blokir sekalian gopay gw kalo berani, alasan ga masuk akal, yg gw transfer duit halal, bukan hasil korupsi kek pejabat negara *********;;
Meli Dawati;1;13/03/2023 20:06;Aplikasi untuk toup nya g bisa masuk padahal jaringan bagus;;
Rafrizal Rafrizal;5;13/03/2023 19:52;ok banget;;
M Rendy;5;13/03/2023 19:39;Bagus;;
Hell Boy;5;13/03/2023 19:38;Bguss;;
Rio Zohandi;1;13/03/2023 19:34;Buruk banget masalah transfer dan pembelian Layanan digital nya, sangat lemot lama banget masuknya aplikasi sangat bodoh tidak bisa diandalkan dengan cepat;;
Indra Yeni;1;13/03/2023 19:33;Mitra nya kasian tuh ngeluh mulu;;
Trustha Oriza;5;13/03/2023 19:33;Mantap betul;;
Adiputro Putro;4;13/03/2023 19:32;Oke;;
Juli Ansyah;1;13/03/2023 19:29;Ok;;
Sani Adiwati;5;13/03/2023 19:28;Puas;;
Farido Firmansyah;5;13/03/2023 19:22;mantap;;
yayuk_pi Istiari;5;13/03/2023 19:22;Cepat pengiriman ..gofood addict;;
Susidayanti Nazwa;1;13/03/2023 19:16;Semakin gak suka sama aplikasi gojek ni, semua2 nya mahal dan harus pula pakai biaya penanganan nya... Kalau terus2 seperti ni, yakin lah lambat laun akun gojek gak akan lagi laku di indonesia 🤬🤬🤬;;
Abang Tamvan;5;13/03/2023 19:16;Masya Allah boyy aplikasi nya mantap;;
Yajib Muslim;1;13/03/2023 19:16;G manusiawi,,,kasian driver pada ngeluh semua,,aktif 48 jam nonstop cuma d kasi 3 orderan,,;;
Viman Arifin;1;13/03/2023 19:15;Transfer ke rekening bank lola.. Kalo ngga bisa.. Gagal ajaaaa.. Kirim bantuan ga ada responn.. Payah payahh payahhh.. Balikin dana saya;;
Ludi Susanti;5;13/03/2023 19:04;trimakasih...pesanan sdh ditrima drngan baik;;
Solichah Nohan Rembulan;1;13/03/2023 19:00;Gopay tidak masuk dan sdh komplain mulai tgl 28 feb tetapi tidak ada solusi;;
GopartnerIndonesia RezaReziano;1;13/03/2023 18:59;Sudah tidak bisa tarik tunai di ATM BCA;;
Dedik Prayudi;5;13/03/2023 18:53;Hujan deras driver tetap ambil orderan dan kirim tepat waktu;;
BWA 87;1;13/03/2023 18:50;Di karenakan, yang mengantar makanan, mengganggu, saat buang air besar dan meninggalkan ibadah, tolong kalau 5 menit belum sampai resto, riting nya di kurang.;;
Adi Subrata;1;13/03/2023 18:47;Ongkir lebih mahal. Maps ngaco. Pengantaran bareng pesenan lain yg gak searah.;;
Rafli Valdi Ramadhan;2;13/03/2023 18:44;"abis update tiba"" aplikasi nya ga bisa di pake loading terus, mana lagi ga bawa dompet. di mohon segera di perbaiki ya min soal nya agak sedikit merugikan";;
Luken Adventure;1;13/03/2023 18:34;Gosend sameday kini tidak bisa diandalkan. Beberapa kali pesen sameday tidak di pickup di hari yg sama.;;
Ongriyanto Yanto;5;13/03/2023 18:33;Mantap;;
Dedi eko Suryadi sudirja;1;13/03/2023 18:25;Drivernya makin sengsara , enak kan kalo coment disini cepet ditanggapin , coba kalo buat driver boro2 ada yg nanggapin . Seharian driver gadapet order aja mana ada yg peduli pihal aplikator , taunya nyari untung doang .;;
Rizka widiati;4;13/03/2023 18:20;Lumayan kalau lagi diskon besar 🤭;;
Mitha KR;4;13/03/2023 18:19;Biaya aplikasi mahal;;
Do you Know;1;13/03/2023 18:11;Serius loading lama banget. Dan pembayaran melalui gopay susah;;
Rulli Jumawanti;5;13/03/2023 18:09;Gak pake nunggu lama buat drivernya. Dan smoga banyak promo buat Kami. Dan Bonus buat driver terbaik.;;
Dingot Sinaga;5;13/03/2023 18:08;mantap;;
MOHAMMAD MUNIR;5;13/03/2023 18:07;Sangat membantu;;
Febriani Ana;4;13/03/2023 18:07;seleksi driver lebih dinperhatikan dan armadanya juga kadang kurang sesuai standar keamanan driver jg kadang kurang berkualitas skill mengemudinya;;
Wang Renjun;1;13/03/2023 18:03;gopay kepotong dobel;;
RepaAmliya Alzahra;5;13/03/2023 18:02;Ok;;
Sali Man;5;13/03/2023 18:00;Ok mantap;;
Arif Andi Pratama;1;13/03/2023 17:58;PT gojek terlihat sangat miskin karena hanya selalu jualan jaket dengan memaksa mitranya..;;
Afina Salma;4;13/03/2023 17:48;Vouchernya makin dikit;;
Marcel;1;13/03/2023 17:44;Mode hemat mana udh ga gratis ga bisa dipakein diskon hadeh;;
Imen Balabas;5;13/03/2023 17:41;Makanan terlalu mahal, besar sekali selisih harga gojek dengan beli manual;;
Surya Suraycoww;5;13/03/2023 17:39;Sangat membantu dalam keadaan sulit;;
Febri yani;1;13/03/2023 17:39;Payah;;
Cica Nurlaela;2;13/03/2023 17:38;Kode otp blom dikirim;;
adi nur;5;13/03/2023 17:30;Moga makin murah;;
Pamungkas Wahyu;4;13/03/2023 17:29;Sudah baguss;;
Ikah susanti Susanti;5;13/03/2023 17:27;Cepat DTG y sopan juga bang y;;
Siti Nurhayati;4;13/03/2023 17:25;Solusi kebutuhan transportasi dan transaksi;;
Kokom Komalasari;1;13/03/2023 17:21;Ni aplikasi mwmusingkan tf gopay ke bank lain tidak masuk nyangkut dimana harus nunggu 2 x 24 jam;;
Zatmika MV;1;13/03/2023 17:21;B1 dulu yah saya turunkan!!!! Aplikasinya hari tgl sekarang gak bisa d buka setelah update, makin parah ajah;;
Toxic Lady;5;13/03/2023 17:14;Ok;;
asaqil;5;13/03/2023 17:13;Bagus,,,pokoknya siiiippp ,tengkyu;;
Iwan afriyanto;1;13/03/2023 17:07;Pinjol nya.. Ngeri.. Bunga.. Hampir satu juta.. Di potong lagi... Jadi ga utuh... Tadinya seneng sih.... Tapi pas.. Di cek.. Alamak.... Ngeri kali...;;
Acara_Tiara;5;13/03/2023 17:05;Ayo banyakin promonya;;
Yenika Davin;1;13/03/2023 17:04;"Udah bagus"" g ada dobel order skrng malah ada sistem dobel order. Udah nunggunya tambah lama. Makanan dteng udah dingin. Jd tambah males order";;
Surya Tanra;5;13/03/2023 17:04;Ok;;
Radiansyah Putra;5;13/03/2023 17:02;senang;;
Mohamad Arifin;5;13/03/2023 16:59;Oke bgt;;
Surya Dilaya;5;13/03/2023 16:53;Mantap;;
Okii Wagelaseh;1;13/03/2023 16:38;Knp saya gk bisa transfer ke sesama gopay kalo pake nomer ponsel, Terus sya laporkan dan kata cs ada pihak tak wajar, pdahal selama saya pake gojek gk ngapa2in, dan tidak membantu pula cs parah,,,;;
Nezar Pradana;5;13/03/2023 16:34;Baik;;
Mad Ghufron;5;13/03/2023 16:30;Driver, OK Pelayanan, OK Sayangnya di daerah saya (Perumhan Safira Waru, Sukoharjo, Jateng) MAPnya masih sering salah jalan;;
Ahmad Sururi;5;13/03/2023 16:26;Mantap;;
Tuti Sulastri;5;13/03/2023 16:26;Bagus;;
NANI PUDJIARTI;5;13/03/2023 16:15;Kereen, aplikasi gopay jujur jumlah saldo uang sll sesuai dgn catatan saldo Sy... Syuuka... Moga dipertahankan... 🙏🙏🙏;;
Rudy siahaan Siahaan;1;13/03/2023 16:15;Driver nya Bau Badan nya;;
Khojaiyah Ojah;5;13/03/2023 16:13;Bintang 5 mantap;;
Jefri Shandi90;5;13/03/2023 16:12;Rekomen banget deh 👍👍;;
alvino akbar;5;13/03/2023 16:09;Mantap;;
Herry Lucky Nugroho;5;13/03/2023 16:07;Terimakasih gojek,,aplikasi yg sangat membantu;;
Amelia Aml;5;13/03/2023 16:04;Membuat bumi amannnn;;
Herman Icih;1;13/03/2023 16:04;Orderannya ga ada yg masuk ,;;
Adhi Hartono;5;13/03/2023 16:01;perjalanan aman;;
Rus Wandy;1;13/03/2023 15:59;Mohon dilatih seluruh pekerja agar sopan santun biar pd pinter percuma digaji tinggi sama gojek gak ada etitude dan otak binatang,,,ditraining ulang bos seluruh karyawanmu khusus bagian penagihan jgn kayak pki kejam seperti binatang aplikasi taik lama2 ini mah gak p2 aq dblokir masih banyak aplikasi lain;;
Faisal Fathurrahman;4;13/03/2023 15:54;Pelayanan bagus;;
Widarsih Widarsih;5;13/03/2023 15:53;Sukses sllu;;
Calmilla gaia;5;13/03/2023 15:50;smoga slalu ada promo utk meringankan pelanggan;;
Jeriko Marpaung;5;13/03/2023 15:50;Aplikasi antar online rekomended;;
Fahrul Yunus;5;13/03/2023 15:43;Drivernya luar biasa ramah;;
hana joehana;5;13/03/2023 15:42;Aplikasi yang sangat membantu;;
Bayu setyawan (Glowingers);5;13/03/2023 15:37;kue baloknya enak bangettttt;;
Anis Choliah;5;13/03/2023 15:18;Ok banget sitsit gesit waktu ga menunggu lama ,trimakasih bro;;
アグスチアンジョハン;5;13/03/2023 15:18;Enak;;
Tika Mustika;5;13/03/2023 15:14;Cucok;;
Raygie Z;5;13/03/2023 15:12;bagus;;
Justin Prabowo;5;13/03/2023 14:54;Dear gojek tolong ditambahkan opsi alasan lainnya di opsi alasan pembatalan pesanan,soalnya saya tidak menemukan alasan yang pas saat membatalkan pesanan;;
Arum Woro;5;13/03/2023 14:51;ok;;
Eci florida situmorang;4;13/03/2023 14:49;Slalu suka deh menggunaka aplikasi ini. Sngat² membantu;;
